b'doubleTwelveTaskFragmentReceived:_765702',b'3' 
b'doubleTwelveTaskFragmentReceived:_93023',b'9' 
b'doubleTwelveTaskFragmentReceived:_815242',b'14' 
b'doubleTwelveTaskFragmentReceived:_240401',b'5' 
b'doubleTwelveTaskFragmentReceived:_502758',b'15' 
b'doubleTwelveTaskFragmentReceived:_275929',b'11' 
b'doubleTwelveTaskFragmentReceived:_950503',b'15' 
b'doubleTwelveTaskFragmentReceived:_929874',b'3' 
b'doubleTwelveTaskFragmentReceived:_1032514',b'5' 
b'doubleTwelveTaskFragmentReceived:_342324',b'3' 
b'doubleTwelveTaskFragmentReceived:_904078',b'12' 
b'doubleTwelveTaskFragmentReceived:_125149',b'5' 
b'doubleTwelveTaskFragmentReceived:_469011',b'15' 
b'doubleTwelveTaskFragmentReceived:_706473',b'6' 
b'doubleTwelveTaskFragmentReceived:_112028',b'3' 
b'doubleTwelveTaskFragmentReceived:_354131',b'4' 
b'doubleTwelveTaskFragmentReceived:_853208',b'5' 
b'doubleTwelveTaskFragmentReceived:_236061',b'3' 
b'doubleTwelveTaskFragmentReceived:_258598',b'15' 
b'doubleTwelveTaskFragmentReceived:_521706',b'6' 
b'doubleTwelveTaskFragmentReceived:_404034',b'6' 
b'doubleTwelveTaskFragmentReceived:_653395',b'8' 
b'doubleTwelveTaskFragmentReceived:_276887',b'3' 
b'doubleTwelveTaskFragmentReceived:_289239',b'6' 
b'doubleTwelveTaskFragmentReceived:_167042',b'3' 
b'doubleTwelveTaskFragmentReceived:_642186',b'6' 
b'doubleTwelveTaskFragmentReceived:_1005583',b'6' 
b'doubleTwelveTaskFragmentReceived:_835255',b'17' 
b'doubleTwelveTaskFragmentReceived:_757966',b'9' 
b'doubleTwelveTaskFragmentReceived:_723020',b'8' 
b'doubleTwelveTaskFragmentReceived:_685303',b'9' 
b'doubleTwelveTaskFragmentReceived:_1064180',b'3' 
b'doubleTwelveTaskFragmentReceived:_706192',b'15' 
b'doubleTwelveTaskFragmentReceived:_236326',b'5' 
b'doubleTwelveTaskFragmentReceived:_270446',b'9' 
b'doubleTwelveTaskFragmentReceived:_582698',b'10' 
b'doubleTwelveTaskFragmentReceived:_1061457',b'3' 
b'doubleTwelveTaskFragmentReceived:_874840',b'6' 
b'doubleTwelveTaskFragmentReceived:_98762',b'3' 
b'doubleTwelveTaskFragmentReceived:_897107',b'13' 
b'doubleTwelveTaskFragmentReceived:_808536',b'3' 
b'doubleTwelveTaskFragmentReceived:_935858',b'6' 
b'doubleTwelveTaskFragmentReceived:_1045565',b'3' 
b'doubleTwelveTaskFragmentReceived:_148356',b'17' 
b'doubleTwelveTaskFragmentReceived:_803590',b'9' 
b'doubleTwelveTaskFragmentReceived:_379259',b'6' 
b'doubleTwelveTaskFragmentReceived:_725569',b'3' 
b'doubleTwelveTaskFragmentReceived:_528091',b'6' 
b'doubleTwelveTaskFragmentReceived:_137354',b'3' 
b'doubleTwelveTaskFragmentReceived:_591972',b'6' 
b'doubleTwelveTaskFragmentReceived:_10941',b'6' 
b'doubleTwelveTaskFragmentReceived:_877819',b'9' 
b'doubleTwelveTaskFragmentReceived:_932347',b'7' 
b'doubleTwelveTaskFragmentReceived:_201036',b'11' 
b'doubleTwelveTaskFragmentReceived:_1053335',b'6' 
b'doubleTwelveTaskFragmentReceived:_865587',b'15' 
b'doubleTwelveTaskFragmentReceived:_129710',b'6' 
b'doubleTwelveTaskFragmentReceived:_321937',b'6' 
b'doubleTwelveTaskFragmentReceived:_1056234',b'3' 
b'doubleTwelveTaskFragmentReceived:_1024301',b'3' 
b'doubleTwelveTaskFragmentReceived:_162177',b'15' 
b'doubleTwelveTaskFragmentReceived:_792983',b'3' 
b'doubleTwelveTaskFragmentReceived:_694653',b'3' 
b'doubleTwelveTaskFragmentReceived:_3825',b'3' 
b'doubleTwelveTaskFragmentReceived:_741919',b'3' 
b'doubleTwelveTaskFragmentReceived:_424425',b'3' 
b'doubleTwelveTaskFragmentReceived:_990354',b'17' 
b'doubleTwelveTaskFragmentReceived:_1039156',b'6' 
b'doubleTwelveTaskFragmentReceived:_576095',b'5' 
b'doubleTwelveTaskFragmentReceived:_614227',b'4' 
b'doubleTwelveTaskFragmentReceived:_679515',b'13' 
b'doubleTwelveTaskFragmentReceived:_179840',b'12' 
b'doubleTwelveTaskFragmentReceived:_145675',b'6' 
b'doubleTwelveTaskFragmentReceived:_1042608',b'3' 
b'doubleTwelveTaskFragmentReceived:_874811',b'8' 
b'doubleTwelveTaskFragmentReceived:_1061413',b'3' 
b'doubleTwelveTaskFragmentReceived:_292819',b'3' 
b'doubleTwelveTaskFragmentReceived:_511381',b'15' 
b'doubleTwelveTaskFragmentReceived:_599739',b'3' 
b'doubleTwelveTaskFragmentReceived:_667431',b'3' 
b'doubleTwelveTaskFragmentReceived:_293347',b'3' 
b'doubleTwelveTaskFragmentReceived:_596059',b'8' 
b'doubleTwelveTaskFragmentReceived:_560044',b'6' 
b'doubleTwelveTaskFragmentReceived:_355224',b'9' 
b'doubleTwelveTaskFragmentReceived:_1017939',b'4' 
b'doubleTwelveTaskFragmentReceived:_84428',b'5' 
b'doubleTwelveTaskFragmentReceived:_546157',b'3' 
b'doubleTwelveTaskFragmentReceived:_716751',b'6' 
b'doubleTwelveTaskFragmentReceived:_744664',b'9' 
b'doubleTwelveTaskFragmentReceived:_11212',b'15' 
b'doubleTwelveTaskFragmentReceived:_100036',b'15' 
b'doubleTwelveTaskFragmentReceived:_517793',b'6' 
b'doubleTwelveTaskFragmentReceived:_628911',b'6' 
b'doubleTwelveTaskFragmentReceived:_908933',b'6' 
b'doubleTwelveTaskFragmentReceived:_291948',b'10' 
b'doubleTwelveTaskFragmentReceived:_557560',b'6' 
b'doubleTwelveTaskFragmentReceived:_205700',b'15' 
b'doubleTwelveTaskFragmentReceived:_43716',b'3' 
b'doubleTwelveTaskFragmentReceived:_143630',b'3' 
b'doubleTwelveTaskFragmentReceived:_183120',b'5' 
b'doubleTwelveTaskFragmentReceived:_105399',b'3' 
b'doubleTwelveTaskFragmentReceived:_721947',b'2' 
b'doubleTwelveTaskFragmentReceived:_249880',b'9' 
b'doubleTwelveTaskFragmentReceived:_365293',b'15' 
b'doubleTwelveTaskFragmentReceived:_156701',b'5' 
b'doubleTwelveTaskFragmentReceived:_979036',b'3' 
b'doubleTwelveTaskFragmentReceived:_930025',b'2' 
b'doubleTwelveTaskFragmentReceived:_9914',b'6' 
b'doubleTwelveTaskFragmentReceived:_760787',b'9' 
b'doubleTwelveTaskFragmentReceived:_16888',b'15' 
b'doubleTwelveTaskFragmentReceived:_767674',b'10' 
b'doubleTwelveTaskFragmentReceived:_302924',b'9' 
b'doubleTwelveTaskFragmentReceived:_556091',b'8' 
b'doubleTwelveTaskFragmentReceived:_944043',b'16' 
b'doubleTwelveTaskFragmentReceived:_1059975',b'6' 
b'doubleTwelveTaskFragmentReceived:_113532',b'8' 
b'doubleTwelveTaskFragmentReceived:_118369',b'4' 
b'doubleTwelveTaskFragmentReceived:_988149',b'3' 
b'doubleTwelveTaskFragmentReceived:_834406',b'2' 
b'doubleTwelveTaskFragmentReceived:_1073036',b'3' 
b'doubleTwelveTaskFragmentReceived:_1035642',b'3' 
b'doubleTwelveTaskFragmentReceived:_666179',b'3' 
b'doubleTwelveTaskFragmentReceived:_828203',b'3' 
b'doubleTwelveTaskFragmentReceived:_834857',b'8' 
b'doubleTwelveTaskFragmentReceived:_755816',b'5' 
b'doubleTwelveTaskFragmentReceived:_932562',b'6' 
b'doubleTwelveTaskFragmentReceived:_692092',b'17' 
b'doubleTwelveTaskFragmentReceived:_902736',b'10' 
b'doubleTwelveTaskFragmentReceived:_1039831',b'3' 
b'doubleTwelveTaskFragmentReceived:_222824',b'11' 
b'doubleTwelveTaskFragmentReceived:_104550',b'3' 
b'doubleTwelveTaskFragmentReceived:_1009872',b'6' 
b'doubleTwelveTaskFragmentReceived:_1047989',b'3' 
b'doubleTwelveTaskFragmentReceived:_725696',b'2' 
b'doubleTwelveTaskFragmentReceived:_906172',b'4' 
b'doubleTwelveTaskFragmentReceived:_460310',b'3' 
b'doubleTwelveTaskFragmentReceived:_1042354',b'6' 
b'doubleTwelveTaskFragmentReceived:_54120',b'3' 
b'doubleTwelveTaskFragmentReceived:_120520',b'3' 
b'doubleTwelveTaskFragmentReceived:_845979',b'14' 
b'doubleTwelveTaskFragmentReceived:_950005',b'3' 
b'doubleTwelveTaskFragmentReceived:_391177',b'8' 
b'doubleTwelveTaskFragmentReceived:_745296',b'15' 
b'doubleTwelveTaskFragmentReceived:_447512',b'4' 
b'doubleTwelveTaskFragmentReceived:_199270',b'3' 
b'doubleTwelveTaskFragmentReceived:_332869',b'3' 
b'doubleTwelveTaskFragmentReceived:_332009',b'14' 
b'doubleTwelveTaskFragmentReceived:_74266',b'7' 
b'doubleTwelveTaskFragmentReceived:_551562',b'6' 
b'doubleTwelveTaskFragmentReceived:_1037272',b'6' 
b'doubleTwelveTaskFragmentReceived:_930113',b'1' 
b'doubleTwelveTaskFragmentReceived:_230406',b'17' 
b'doubleTwelveTaskFragmentReceived:_5650',b'6' 
b'doubleTwelveTaskFragmentReceived:_680783',b'3' 
b'doubleTwelveTaskFragmentReceived:_759532',b'6' 
b'doubleTwelveTaskFragmentReceived:_360028',b'9' 
b'doubleTwelveTaskFragmentReceived:_45866',b'6' 
b'doubleTwelveTaskFragmentReceived:_900016',b'3' 
b'doubleTwelveTaskFragmentReceived:_1040244',b'3' 
b'doubleTwelveTaskFragmentReceived:_54086',b'6' 
b'doubleTwelveTaskFragmentReceived:_483036',b'6' 
b'doubleTwelveTaskFragmentReceived:_450222',b'3' 
b'doubleTwelveTaskFragmentReceived:_957961',b'6' 
b'doubleTwelveTaskFragmentReceived:_232549',b'8' 
b'doubleTwelveTaskFragmentReceived:_781335',b'3' 
b'doubleTwelveTaskFragmentReceived:_1035068',b'3' 
b'doubleTwelveTaskFragmentReceived:_332038',b'9' 
b'doubleTwelveTaskFragmentReceived:_981962',b'3' 
b'doubleTwelveTaskFragmentReceived:_809363',b'9' 
b'doubleTwelveTaskFragmentReceived:_999485',b'8' 
b'doubleTwelveTaskFragmentReceived:_625186',b'3' 
b'doubleTwelveTaskFragmentReceived:_579236',b'15' 
b'doubleTwelveTaskFragmentReceived:_943819',b'13' 
b'doubleTwelveTaskFragmentReceived:_687233',b'9' 
b'doubleTwelveTaskFragmentReceived:_1078630',b'6' 
b'doubleTwelveTaskFragmentReceived:_77428',b'15' 
b'doubleTwelveTaskFragmentReceived:_434224',b'15' 
b'doubleTwelveTaskFragmentReceived:_550899',b'2' 
b'doubleTwelveTaskFragmentReceived:_859385',b'15' 
b'doubleTwelveTaskFragmentReceived:_831102',b'8' 
b'doubleTwelveTaskFragmentReceived:_676006',b'5' 
b'doubleTwelveTaskFragmentReceived:_582308',b'6' 
b'doubleTwelveTaskFragmentReceived:_916003',b'9' 
b'doubleTwelveTaskFragmentReceived:_171193',b'8' 
b'doubleTwelveTaskFragmentReceived:_1054803',b'2' 
b'doubleTwelveTaskFragmentReceived:_791468',b'5' 
b'doubleTwelveTaskFragmentReceived:_766147',b'3' 
b'doubleTwelveTaskFragmentReceived:_763195',b'3' 
b'doubleTwelveTaskFragmentReceived:_1039380',b'9' 
b'doubleTwelveTaskFragmentReceived:_135694',b'3' 
b'doubleTwelveTaskFragmentReceived:_482522',b'3' 
b'doubleTwelveTaskFragmentReceived:_1013768',b'9' 
b'doubleTwelveTaskFragmentReceived:_4349',b'3' 
b'doubleTwelveTaskFragmentReceived:_117885',b'6' 
b'doubleTwelveTaskFragmentReceived:_331637',b'3' 
b'doubleTwelveTaskFragmentReceived:_822148',b'12' 
b'doubleTwelveTaskFragmentReceived:_718722',b'6' 
b'doubleTwelveTaskFragmentReceived:_669428',b'5' 
b'doubleTwelveTaskFragmentReceived:_567391',b'14' 
b'doubleTwelveTaskFragmentReceived:_830519',b'3' 
b'doubleTwelveTaskFragmentReceived:_1078777',b'6' 
b'doubleTwelveTaskFragmentReceived:_961923',b'5' 
b'doubleTwelveTaskFragmentReceived:_1018845',b'6' 
b'doubleTwelveTaskFragmentReceived:_685291',b'4' 
b'doubleTwelveTaskFragmentReceived:_752867',b'2' 
b'doubleTwelveTaskFragmentReceived:_187884',b'9' 
b'doubleTwelveTaskFragmentReceived:_647701',b'14' 
b'doubleTwelveTaskFragmentReceived:_206928',b'3' 
b'doubleTwelveTaskFragmentReceived:_977383',b'15' 
b'doubleTwelveTaskFragmentReceived:_157278',b'8' 
b'doubleTwelveTaskFragmentReceived:_150015',b'3' 
b'doubleTwelveTaskFragmentReceived:_596849',b'3' 
b'doubleTwelveTaskFragmentReceived:_727573',b'5' 
b'doubleTwelveTaskFragmentReceived:_343808',b'15' 
b'doubleTwelveTaskFragmentReceived:_985495',b'6' 
b'doubleTwelveTaskFragmentReceived:_579883',b'4' 
b'doubleTwelveTaskFragmentReceived:_465869',b'17' 
b'doubleTwelveTaskFragmentReceived:_160920',b'15' 
b'doubleTwelveTaskFragmentReceived:_168517',b'4' 
b'doubleTwelveTaskFragmentReceived:_705233',b'5' 
b'doubleTwelveTaskFragmentReceived:_870086',b'15' 
b'doubleTwelveTaskFragmentReceived:_620735',b'10' 
b'doubleTwelveTaskFragmentReceived:_469284',b'3' 
b'doubleTwelveTaskFragmentReceived:_288326',b'6' 
b'doubleTwelveTaskFragmentReceived:_1080291',b'3' 
b'doubleTwelveTaskFragmentReceived:_160627',b'15' 
b'doubleTwelveTaskFragmentReceived:_1037345',b'3' 
b'doubleTwelveTaskFragmentReceived:_404884',b'6' 
b'doubleTwelveTaskFragmentReceived:_151788',b'3' 
b'doubleTwelveTaskFragmentReceived:_465084',b'6' 
b'doubleTwelveTaskFragmentReceived:_470731',b'3' 
b'doubleTwelveTaskFragmentReceived:_923172',b'8' 
b'doubleTwelveTaskFragmentReceived:_814224',b'3' 
b'doubleTwelveTaskFragmentReceived:_142274',b'3' 
b'doubleTwelveTaskFragmentReceived:_908647',b'15' 
b'doubleTwelveTaskFragmentReceived:_472039',b'6' 
b'doubleTwelveTaskFragmentReceived:_762883',b'3' 
b'doubleTwelveTaskFragmentReceived:_667860',b'15' 
b'doubleTwelveTaskFragmentReceived:_1061178',b'6' 
b'doubleTwelveTaskFragmentReceived:_19483',b'3' 
b'doubleTwelveTaskFragmentReceived:_855645',b'12' 
b'doubleTwelveTaskFragmentReceived:_211336',b'3' 
b'doubleTwelveTaskFragmentReceived:_1025198',b'11' 
b'doubleTwelveTaskFragmentReceived:_81570',b'9' 
b'doubleTwelveTaskFragmentReceived:_808202',b'3' 
b'doubleTwelveTaskFragmentReceived:_122808',b'3' 
b'doubleTwelveTaskFragmentReceived:_956389',b'6' 
b'doubleTwelveTaskFragmentReceived:_600652',b'15' 
b'doubleTwelveTaskFragmentReceived:_572159',b'6' 
b'doubleTwelveTaskFragmentReceived:_935018',b'2' 
b'doubleTwelveTaskFragmentReceived:_974963',b'3' 
b'doubleTwelveTaskFragmentReceived:_8962',b'3' 
b'doubleTwelveTaskFragmentReceived:_957364',b'7' 
b'doubleTwelveTaskFragmentReceived:_899421',b'3' 
b'doubleTwelveTaskFragmentReceived:_980514',b'8' 
b'doubleTwelveTaskFragmentReceived:_618485',b'15' 
b'doubleTwelveTaskFragmentReceived:_574894',b'4' 
b'doubleTwelveTaskFragmentReceived:_955889',b'6' 
b'doubleTwelveTaskFragmentReceived:_1066850',b'3' 
b'doubleTwelveTaskFragmentReceived:_274776',b'3' 
b'doubleTwelveTaskFragmentReceived:_101671',b'3' 
b'doubleTwelveTaskFragmentReceived:_554121',b'9' 
b'doubleTwelveTaskFragmentReceived:_287833',b'3' 
b'doubleTwelveTaskFragmentReceived:_97517',b'6' 
b'doubleTwelveTaskFragmentReceived:_600884',b'3' 
b'doubleTwelveTaskFragmentReceived:_308129',b'7' 
b'doubleTwelveTaskFragmentReceived:_1038464',b'3' 
b'doubleTwelveTaskFragmentReceived:_561146',b'4' 
b'doubleTwelveTaskFragmentReceived:_760239',b'3' 
b'doubleTwelveTaskFragmentReceived:_983039',b'6' 
b'doubleTwelveTaskFragmentReceived:_537744',b'6' 
b'doubleTwelveTaskFragmentReceived:_871885',b'3' 
b'doubleTwelveTaskFragmentReceived:_520143',b'11' 
b'doubleTwelveTaskFragmentReceived:_184495',b'13' 
b'doubleTwelveTaskFragmentReceived:_889850',b'15' 
b'doubleTwelveTaskFragmentReceived:_1072963',b'3' 
b'doubleTwelveTaskFragmentReceived:_683906',b'4' 
b'doubleTwelveTaskFragmentReceived:_710035',b'14' 
b'doubleTwelveTaskFragmentReceived:_18988',b'7' 
b'doubleTwelveTaskFragmentReceived:_1039716',b'9' 
b'doubleTwelveTaskFragmentReceived:_1010880',b'3' 
b'doubleTwelveTaskFragmentReceived:_242456',b'6' 
b'doubleTwelveTaskFragmentReceived:_568514',b'5' 
b'doubleTwelveTaskFragmentReceived:_215518',b'6' 
b'doubleTwelveTaskFragmentReceived:_1030071',b'3' 
b'doubleTwelveTaskFragmentReceived:_767649',b'17' 
b'doubleTwelveTaskFragmentReceived:_1025625',b'3' 
b'doubleTwelveTaskFragmentReceived:_1076649',b'6' 
b'doubleTwelveTaskFragmentReceived:_657683',b'7' 
b'doubleTwelveTaskFragmentReceived:_834030',b'9' 
b'doubleTwelveTaskFragmentReceived:_1054651',b'6' 
b'doubleTwelveTaskFragmentReceived:_468732',b'3' 
b'doubleTwelveTaskFragmentReceived:_204052',b'5' 
b'doubleTwelveTaskFragmentReceived:_624123',b'17' 
b'doubleTwelveTaskFragmentReceived:_903069',b'9' 
b'doubleTwelveTaskFragmentReceived:_739273',b'12' 
b'doubleTwelveTaskFragmentReceived:_464245',b'3' 
b'doubleTwelveTaskFragmentReceived:_109565',b'3' 
b'doubleTwelveTaskFragmentReceived:_731052',b'6' 
b'doubleTwelveTaskFragmentReceived:_554684',b'3' 
b'doubleTwelveTaskFragmentReceived:_266753',b'9' 
b'doubleTwelveTaskFragmentReceived:_967451',b'11' 
b'doubleTwelveTaskFragmentReceived:_1090250',b'6' 
b'doubleTwelveTaskFragmentReceived:_730680',b'3' 
b'doubleTwelveTaskFragmentReceived:_794616',b'6' 
b'doubleTwelveTaskFragmentReceived:_787612',b'2' 
b'doubleTwelveTaskFragmentReceived:_187766',b'6' 
b'doubleTwelveTaskFragmentReceived:_838562',b'6' 
b'doubleTwelveTaskFragmentReceived:_1053291',b'3' 
b'doubleTwelveTaskFragmentReceived:_1012970',b'3' 
b'doubleTwelveTaskFragmentReceived:_1009669',b'4' 
b'doubleTwelveTaskFragmentReceived:_471631',b'17' 
b'doubleTwelveTaskFragmentReceived:_834143',b'3' 
b'doubleTwelveTaskFragmentReceived:_159172',b'3' 
b'doubleTwelveTaskFragmentReceived:_758474',b'3' 
b'doubleTwelveTaskFragmentReceived:_589636',b'3' 
b'doubleTwelveTaskFragmentReceived:_270888',b'3' 
b'doubleTwelveTaskFragmentReceived:_834638',b'6' 
b'doubleTwelveTaskFragmentReceived:_853458',b'8' 
b'doubleTwelveTaskFragmentReceived:_1083085',b'6' 
b'doubleTwelveTaskFragmentReceived:_994841',b'6' 
b'doubleTwelveTaskFragmentReceived:_13553',b'3' 
b'doubleTwelveTaskFragmentReceived:_908650',b'12' 
b'doubleTwelveTaskFragmentReceived:_84494',b'3' 
b'doubleTwelveTaskFragmentReceived:_585330',b'15' 
b'doubleTwelveTaskFragmentReceived:_1048533',b'3' 
b'doubleTwelveTaskFragmentReceived:_555018',b'5' 
b'doubleTwelveTaskFragmentReceived:_593010',b'3' 
b'doubleTwelveTaskFragmentReceived:_1051795',b'6' 
b'doubleTwelveTaskFragmentReceived:_1072412',b'6' 
b'doubleTwelveTaskFragmentReceived:_14117',b'9' 
b'doubleTwelveTaskFragmentReceived:_1030546',b'13' 
b'doubleTwelveTaskFragmentReceived:_892169',b'15' 
b'doubleTwelveTaskFragmentReceived:_625767',b'18' 
b'doubleTwelveTaskFragmentReceived:_35528',b'6' 
b'doubleTwelveTaskFragmentReceived:_1032374',b'11' 
b'doubleTwelveTaskFragmentReceived:_384412',b'6' 
b'doubleTwelveTaskFragmentReceived:_954460',b'18' 
b'doubleTwelveTaskFragmentReceived:_267790',b'6' 
b'doubleTwelveTaskFragmentReceived:_502325',b'2' 
b'doubleTwelveTaskFragmentReceived:_172189',b'6' 
b'doubleTwelveTaskFragmentReceived:_856973',b'12' 
b'doubleTwelveTaskFragmentReceived:_549696',b'8' 
b'doubleTwelveTaskFragmentReceived:_506058',b'6' 
b'doubleTwelveTaskFragmentReceived:_500809',b'5' 
b'doubleTwelveTaskFragmentReceived:_486752',b'9' 
b'doubleTwelveTaskFragmentReceived:_847270',b'8' 
b'doubleTwelveTaskFragmentReceived:_712373',b'8' 
b'doubleTwelveTaskFragmentReceived:_247888',b'6' 
b'doubleTwelveTaskFragmentReceived:_671352',b'3' 
b'doubleTwelveTaskFragmentReceived:_579028',b'3' 
b'doubleTwelveTaskFragmentReceived:_542034',b'8' 
b'doubleTwelveTaskFragmentReceived:_103551',b'3' 
b'doubleTwelveTaskFragmentReceived:_448634',b'3' 
b'doubleTwelveTaskFragmentReceived:_886434',b'3' 
b'doubleTwelveTaskFragmentReceived:_226069',b'2' 
b'doubleTwelveTaskFragmentReceived:_540751',b'3' 
b'doubleTwelveTaskFragmentReceived:_22668',b'3' 
b'doubleTwelveTaskFragmentReceived:_916590',b'5' 
b'doubleTwelveTaskFragmentReceived:_1061523',b'3' 
b'doubleTwelveTaskFragmentReceived:_986246',b'3' 
b'doubleTwelveTaskFragmentReceived:_586910',b'15' 
b'doubleTwelveTaskFragmentReceived:_1013430',b'8' 
b'doubleTwelveTaskFragmentReceived:_1026400',b'9' 
b'doubleTwelveTaskFragmentReceived:_265916',b'6' 
b'doubleTwelveTaskFragmentReceived:_353525',b'19' 
b'doubleTwelveTaskFragmentReceived:_815118',b'11' 
b'doubleTwelveTaskFragmentReceived:_234781',b'6' 
b'doubleTwelveTaskFragmentReceived:_985174',b'3' 
b'doubleTwelveTaskFragmentReceived:_402449',b'3' 
b'doubleTwelveTaskFragmentReceived:_635554',b'2' 
b'doubleTwelveTaskFragmentReceived:_29559',b'6' 
b'doubleTwelveTaskFragmentReceived:_403110',b'3' 
b'doubleTwelveTaskFragmentReceived:_301637',b'9' 
b'doubleTwelveTaskFragmentReceived:_765360',b'17' 
b'doubleTwelveTaskFragmentReceived:_839234',b'15' 
b'doubleTwelveTaskFragmentReceived:_1548',b'11' 
b'doubleTwelveTaskFragmentReceived:_220188',b'17' 
b'doubleTwelveTaskFragmentReceived:_780288',b'17' 
b'doubleTwelveTaskFragmentReceived:_988425',b'9' 
b'doubleTwelveTaskFragmentReceived:_155430',b'6' 
b'doubleTwelveTaskFragmentReceived:_1037452',b'3' 
b'doubleTwelveTaskFragmentReceived:_396091',b'6' 
b'doubleTwelveTaskFragmentReceived:_768320',b'12' 
b'doubleTwelveTaskFragmentReceived:_940376',b'2' 
b'doubleTwelveTaskFragmentReceived:_720817',b'6' 
b'doubleTwelveTaskFragmentReceived:_769454',b'18' 
b'doubleTwelveTaskFragmentReceived:_644678',b'2' 
b'doubleTwelveTaskFragmentReceived:_733394',b'8' 
b'doubleTwelveTaskFragmentReceived:_545305',b'2' 
b'doubleTwelveTaskFragmentReceived:_835173',b'11' 
b'doubleTwelveTaskFragmentReceived:_1035731',b'3' 
b'doubleTwelveTaskFragmentReceived:_318231',b'3' 
b'doubleTwelveTaskFragmentReceived:_999640',b'3' 
b'doubleTwelveTaskFragmentReceived:_192762',b'8' 
b'doubleTwelveTaskFragmentReceived:_855022',b'3' 
b'doubleTwelveTaskFragmentReceived:_1067857',b'6' 
b'doubleTwelveTaskFragmentReceived:_584760',b'3' 
b'doubleTwelveTaskFragmentReceived:_923643',b'3' 
b'doubleTwelveTaskFragmentReceived:_629714',b'9' 
b'doubleTwelveTaskFragmentReceived:_1082681',b'6' 
b'doubleTwelveTaskFragmentReceived:_608310',b'3' 
b'doubleTwelveTaskFragmentReceived:_137031',b'15' 
b'doubleTwelveTaskFragmentReceived:_321425',b'17' 
b'doubleTwelveTaskFragmentReceived:_515469',b'11' 
b'doubleTwelveTaskFragmentReceived:_228939',b'3' 
b'doubleTwelveTaskFragmentReceived:_884182',b'11' 
b'doubleTwelveTaskFragmentReceived:_538696',b'3' 
b'doubleTwelveTaskFragmentReceived:_928383',b'8' 
b'doubleTwelveTaskFragmentReceived:_219863',b'8' 
b'doubleTwelveTaskFragmentReceived:_299472',b'9' 
b'doubleTwelveTaskFragmentReceived:_907339',b'6' 
b'doubleTwelveTaskFragmentReceived:_395624',b'9' 
b'doubleTwelveTaskFragmentReceived:_349476',b'15' 
b'doubleTwelveTaskFragmentReceived:_786632',b'12' 
b'doubleTwelveTaskFragmentReceived:_390619',b'2' 
b'doubleTwelveTaskFragmentReceived:_18781',b'9' 
b'doubleTwelveTaskFragmentReceived:_920123',b'6' 
b'doubleTwelveTaskFragmentReceived:_426610',b'9' 
b'doubleTwelveTaskFragmentReceived:_780970',b'8' 
b'doubleTwelveTaskFragmentReceived:_848019',b'3' 
b'doubleTwelveTaskFragmentReceived:_1085362',b'3' 
b'doubleTwelveTaskFragmentReceived:_503024',b'17' 
b'doubleTwelveTaskFragmentReceived:_930443',b'15' 
b'doubleTwelveTaskFragmentReceived:_20331',b'3' 
b'doubleTwelveTaskFragmentReceived:_352501',b'9' 
b'doubleTwelveTaskFragmentReceived:_785572',b'6' 
b'doubleTwelveTaskFragmentReceived:_812379',b'12' 
b'doubleTwelveTaskFragmentReceived:_251276',b'3' 
b'doubleTwelveTaskFragmentReceived:_696461',b'14' 
b'doubleTwelveTaskFragmentReceived:_168360',b'3' 
b'doubleTwelveTaskFragmentReceived:_327565',b'9' 
b'doubleTwelveTaskFragmentReceived:_137189',b'3' 
